역명, 이용인원 
아시아드경기장(공촌사거리),9361
서구청,16328
가정(루원시티),23174
가정중앙시장,11769
석남(거북시장),5886
서부여성회관,7895
인천가좌,8388
가재울,8164
주안국가산단,5771
주안,15559
시민공원(문화창작지대),19743
석바위시장,8243
인천시청,6435
석천사거리,9124
모래내시장,14578
만수,9757
남동구청,8699
인천대공원,3553
운연(서창),2391
검단오류(검단산업단지),5782
왕길,5305
검단사거리,17134
마전,8636
완정,15596
독정,9200
검암,8439
검바위,6171
아시아드경기장(공촌사거리),9447
서구청,17227
가정(루원시티),23827
가정중앙시장,12371
석남(거북시장),6165
서부여성회관,8399
인천가좌,8537
가재울,8527
주안국가산단,5714
주안,16500
시민공원(문화창작지대),19923
석바위시장,9013
인천시청,6795
석천사거리,9329
모래내시장,15802
만수,10283
남동구청,9195
인천대공원,3868
운연(서창),2449
검단오류(검단산업단지),1897
왕길,3166
검단사거리,12988
마전,5729
완정,10421
독정,6197
검암,5355
검바위,3798
아시아드경기장(공촌사거리),7037
서구청,11569
가정(루원시티),14898
가정중앙시장,9863
석남(거북시장),4524
서부여성회관,5992
인천가좌,4939
가재울,4740
주안국가산단,1356
주안,14099
시민공원(문화창작지대),13940
석바위시장,6421
인천시청,4589
석천사거리,5914
모래내시장,12546
만수,7463
남동구청,5767
인천대공원,4487
운연(서창),1679
검단오류(검단산업단지),1324
왕길,2159
검단사거리,9798
마전,4093
완정,7108
독정,4615
검암,3861
검바위,2978
아시아드경기장(공촌사거리),5383
서구청,7858
가정(루원시티),10650
가정중앙시장,7090
석남(거북시장),3336
서부여성회관,4955
인천가좌,3267
가재울,3481
주안국가산단,740
주안,9412
시민공원(문화창작지대),10663
석바위시장,4963
인천시청,3546
석천사거리,4480
모래내시장,9773
만수,5556
남동구청,4252
인천대공원,4601
운연(서창),1322
검단오류(검단산업단지),5904
왕길,5314
검단사거리,16581
마전,8466
완정,15409
독정,9142
검암,8569
검바위,6884
아시아드경기장(공촌사거리),9516
서구청,16778
가정(루원시티),23201
가정중앙시장,12014
석남(거북시장),6363
서부여성회관,7934
인천가좌,8562
가재울,8420
주안국가산단,5816
주안,15662
시민공원(문화창작지대),20114
석바위시장,8890
인천시청,6520
석천사거리,9430
모래내시장,15950
만수,9961
남동구청,9230
인천대공원,4530
운연(서창),2482
검단오류(검단산업단지),6037
왕길,5376
검단사거리,16965
마전,8682
완정,15793
독정,9070
검암,8684
검바위,7150
아시아드경기장(공촌사거리),9734
서구청,17389
가정(루원시티),23944
가정중앙시장,12684
석남(거북시장),6320
서부여성회관,8201
인천가좌,8723
가재울,8673
주안국가산단,5967
주안,16151
시민공원(문화창작지대),20339
석바위시장,9096
인천시청,6788
석천사거리,9603
모래내시장,16317
만수,10244
남동구청,9417
인천대공원,4926
운연(서창),2544
검단오류(검단산업단지),6075
왕길,5188
검단사거리,16407
마전,8417
완정,15692
독정,8844
검암,8374
검바위,6946
아시아드경기장(공촌사거리),9463
서구청,16817
가정(루원시티),23790
가정중앙시장,11748
석남(거북시장),6181
서부여성회관,8169
인천가좌,8484
가재울,8583
주안국가산단,5378
주안,15693
시민공원(문화창작지대),19892
석바위시장,8906
인천시청,6723
석천사거리,9404
모래내시장,15060
만수,10122
남동구청,9051
인천대공원,3699
운연(서창),2445
검단오류(검단산업단지),6050
왕길,5363
검단사거리,16836
마전,8943
완정,15796
독정,9126
검암,8682
검바위,7134
아시아드경기장(공촌사거리),9514
서구청,17687
가정(루원시티),24044
가정중앙시장,12456
석남(거북시장),6439
서부여성회관,8494
인천가좌,8759
가재울,8595
주안국가산단,5801
주안,16170
시민공원(문화창작지대),20256
석바위시장,9041
인천시청,6939
석천사거리,9464
모래내시장,15880
만수,10432
남동구청,9392
인천대공원,4683
운연(서창),2578
검단오류(검단산업단지),5937
왕길,5381
검단사거리,17851
마전,8838
완정,16321
독정,9497
검암,8908
검바위,7551
아시아드경기장(공촌사거리),9652
서구청,19020
가정(루원시티),24910
가정중앙시장,13047
석남(거북시장),6570
서부여성회관,8785
인천가좌,8800
가재울,8667
주안국가산단,5619
주안,16906
시민공원(문화창작지대),20623
석바위시장,9462
인천시청,7546
석천사거리,9913
모래내시장,16603
만수,10679
남동구청,9707
인천대공원,5029
운연(서창),2599
검단오류(검단산업단지),2139
왕길,3233
검단사거리,13826
마전,5885
완정,11043
독정,6168
검암,5627
검바위,4026
아시아드경기장(공촌사거리),6971
서구청,12014
가정(루원시티),15751
가정중앙시장,10494
석남(거북시장),4826
서부여성회관,6373
인천가좌,5017
가재울,5041
주안국가산단,1499
주안,14100
시민공원(문화창작지대),14951
석바위시장,6662
인천시청,4944
석천사거리,6462
모래내시장,13339
만수,7709
남동구청,6061
인천대공원,5051
운연(서창),1826
검단오류(검단산업단지),1296
왕길,1997
검단사거리,9805
마전,3940
완정,7351
독정,4003
검암,3983
검바위,2832
아시아드경기장(공촌사거리),5287
서구청,8271
가정(루원시티),10515
가정중앙시장,7601
석남(거북시장),3391
서부여성회관,5283
인천가좌,3391
가재울,3592
주안국가산단,781
주안,9864
시민공원(문화창작지대),10621
석바위시장,5305
인천시청,3815
석천사거리,4617
모래내시장,10032
만수,5921
남동구청,4711
인천대공원,5775
운연(서창),1357
검단오류(검단산업단지),5597
왕길,5016
검단사거리,15519
마전,8149
완정,14717
독정,8544
검암,8242
검바위,6584
아시아드경기장(공촌사거리),8768
서구청,16143
가정(루원시티),22153
가정중앙시장,10969
석남(거북시장),5834
서부여성회관,7494
인천가좌,8048
가재울,7879
주안국가산단,5692
주안,14259
시민공원(문화창작지대),18908
석바위시장,8382
인천시청,6158
석천사거리,9087
모래내시장,13828
만수,9501
남동구청,8638
인천대공원,2630
운연(서창),2256
검단오류(검단산업단지),6054
왕길,5271
검단사거리,16901
마전,8757
완정,15974
독정,9023
검암,8774
검바위,7103
아시아드경기장(공촌사거리),9294
서구청,17517
가정(루원시티),23713
가정중앙시장,12314
석남(거북시장),6191
서부여성회관,8077
인천가좌,8828
가재울,8519
주안국가산단,5924
주안,15560
시민공원(문화창작지대),19910
석바위시장,9231
인천시청,6691
석천사거리,9778
모래내시장,16221
만수,10395
남동구청,9520
인천대공원,4249
운연(서창),2649
검단오류(검단산업단지),6129
왕길,5311
검단사거리,16908
마전,8847
완정,16299
독정,9094
검암,8830
검바위,7356
아시아드경기장(공촌사거리),9816
서구청,17556
가정(루원시티),24171
가정중앙시장,12609
석남(거북시장),6291
서부여성회관,8236
인천가좌,8880
가재울,8567
주안국가산단,5927
주안,15901
시민공원(문화창작지대),20677
석바위시장,9341
인천시청,7079
석천사거리,9781
모래내시장,16331
만수,10558
남동구청,9485
인천대공원,4631
운연(서창),2583
검단오류(검단산업단지),5855
왕길,4980
검단사거리,15819
마전,8479
완정,15333
독정,8620
검암,8578
검바위,6936
아시아드경기장(공촌사거리),9061
서구청,16143
가정(루원시티),23287
가정중앙시장,11250
석남(거북시장),5776
서부여성회관,7812
인천가좌,8511
가재울,8105
주안국가산단,5807
주안,14720
시민공원(문화창작지대),19510
석바위시장,8496
인천시청,6272
석천사거리,9207
모래내시장,14149
만수,9337
남동구청,8451
인천대공원,2830
운연(서창),2331
검단오류(검단산업단지),5584
왕길,5204
검단사거리,16927
마전,8759
완정,16237
독정,8812
검암,8638
검바위,7057
아시아드경기장(공촌사거리),8953
서구청,17054
가정(루원시티),23920
가정중앙시장,11914
석남(거북시장),5885
서부여성회관,8149
인천가좌,8337
가재울,8215
주안국가산단,5525
주안,16010
시민공원(문화창작지대),19589
석바위시장,8733
인천시청,6716
석천사거리,9427
모래내시장,14642
만수,9669
남동구청,8610
인천대공원,2703
운연(서창),2292
검단오류(검단산업단지),2039
왕길,2925
검단사거리,13613
마전,6229
완정,11131
독정,6032
검암,5744
검바위,3947
아시아드경기장(공촌사거리),6566
서구청,11810
가정(루원시티),15596
가정중앙시장,10301
석남(거북시장),4609
서부여성회관,6113
인천가좌,4808
가재울,4792
주안국가산단,1470
주안,13819
시민공원(문화창작지대),14781
석바위시장,6710
인천시청,4618
석천사거리,6260
모래내시장,12491
만수,7492
남동구청,5916
인천대공원,3262
운연(서창),1649
검단오류(검단산업단지),1129
왕길,1737
검단사거리,9226
마전,4073
완정,6795
독정,4054
검암,3538
검바위,2703
아시아드경기장(공촌사거리),4736
서구청,7423
가정(루원시티),9491
가정중앙시장,6572
석남(거북시장),3148
서부여성회관,4560
인천가좌,3039
가재울,3169
주안국가산단,694
주안,8643
시민공원(문화창작지대),9528
석바위시장,4799
인천시청,2999
석천사거리,4258
모래내시장,8118
만수,5164
남동구청,3749
인천대공원,2613
운연(서창),1080
검단오류(검단산업단지),5737
왕길,4940
검단사거리,15706
마전,8291
완정,14901
독정,8216
검암,8203
검바위,6473
아시아드경기장(공촌사거리),8794
서구청,15549
가정(루원시티),22225
가정중앙시장,11135
석남(거북시장),5648
서부여성회관,7615
인천가좌,8269
가재울,7822
주안국가산단,5787
주안,14559
시민공원(문화창작지대),19240
석바위시장,8503
인천시청,6152
석천사거리,9104
모래내시장,14524
만수,9434
남동구청,8234
인천대공원,3311
운연(서창),2218
검단오류(검단산업단지),6028
왕길,5207
검단사거리,16473
마전,8640
완정,15638
독정,8750
검암,8610
검바위,6882
아시아드경기장(공촌사거리),9236
서구청,16998
가정(루원시티),23829
가정중앙시장,12366
석남(거북시장),5957
서부여성회관,7943
인천가좌,8556
가재울,8283
주안국가산단,5875
주안,15243
시민공원(문화창작지대),20140
석바위시장,9024
인천시청,6529
석천사거리,9705
모래내시장,15965
만수,9992
남동구청,8683
인천대공원,3938
운연(서창),2434
검단오류(검단산업단지),6251
왕길,5405
검단사거리,17103
마전,9052
완정,16515
독정,9235
검암,9079
검바위,7108
아시아드경기장(공촌사거리),9510
서구청,17549
가정(루원시티),24860
가정중앙시장,12356
석남(거북시장),6145
서부여성회관,8076
인천가좌,8841
가재울,8546
주안국가산단,6249
주안,15686
시민공원(문화창작지대),20907
석바위시장,9052
인천시청,7070
석천사거리,9977
모래내시장,15407
만수,10433
남동구청,9204
인천대공원,3420
운연(서창),2470
검단오류(검단산업단지),5818
왕길,4922
검단사거리,15784
마전,8440
완정,15007
독정,8424
검암,8273
검바위,6573
아시아드경기장(공촌사거리),8710
서구청,15628
가정(루원시티),22518
가정중앙시장,11193
석남(거북시장),5545
서부여성회관,7678
인천가좌,8152
가재울,7874
주안국가산단,5695
주안,14695
시민공원(문화창작지대),18767
석바위시장,8224
인천시청,6137
석천사거리,8866
모래내시장,13715
만수,9366
남동구청,7980
인천대공원,2794
운연(서창),2172
검단오류(검단산업단지),5532
왕길,4898
검단사거리,17128
마전,8642
완정,15559
독정,8868
검암,8475
검바위,6829
아시아드경기장(공촌사거리),9022
서구청,16621
가정(루원시티),23355
가정중앙시장,12213
석남(거북시장),5859
서부여성회관,8257
인천가좌,8366
가재울,8118
주안국가산단,5512
주안,16243
시민공원(문화창작지대),19658
석바위시장,9095
인천시청,6313
석천사거리,9181
모래내시장,15339
만수,9816
남동구청,8341
인천대공원,3016
운연(서창),2298
검단오류(검단산업단지),1984
왕길,2973
검단사거리,13217
마전,5772
완정,10388
독정,6246
검암,5207
검바위,3823
아시아드경기장(공촌사거리),5958
