역명, 이용인원 
인천대공원,9524
운연(서창),1481
검단오류(검단산업단지),5788
왕길,5347
검단사거리,16684
마전,8954
완정,15920
독정,9358
검암,7748
검바위,7382
아시아드경기장(공촌사거리),9483
서구청,16878
가정(루원시티),23431
가정중앙시장,12265
석남(거북시장),6496
서부여성회관,8114
인천가좌,8584
가재울,8235
주안국가산단,5772
주안,16107
시민공원(문화창작지대),19889
석바위시장,9098
인천시청,6856
석천사거리,9533
모래내시장,15653
만수,10305
남동구청,9310
인천대공원,5519
운연(서창),2534
검단오류(검단산업단지),5828
왕길,5433
검단사거리,16826
마전,9085
완정,16069
독정,9409
검암,8450
검바위,7588
아시아드경기장(공촌사거리),9815
서구청,17423
가정(루원시티),24298
가정중앙시장,12754
석남(거북시장),6357
서부여성회관,8354
인천가좌,8741
가재울,8288
주안국가산단,5842
주안,16612
시민공원(문화창작지대),19959
석바위시장,9050
인천시청,6968
석천사거리,9750
모래내시장,16174
만수,10359
남동구청,9675
인천대공원,6013
운연(서창),2697
검단오류(검단산업단지),5876
왕길,5436
검단사거리,18220
마전,9061
완정,16463
독정,9477
검암,8579
검바위,7560
아시아드경기장(공촌사거리),9680
서구청,18507
가정(루원시티),24993
가정중앙시장,13311
석남(거북시장),6595
서부여성회관,8870
인천가좌,8912
가재울,8616
주안국가산단,5938
주안,17186
시민공원(문화창작지대),20314
석바위시장,9255
인천시청,7285
석천사거리,9873
모래내시장,17113
만수,10902
남동구청,9793
인천대공원,6744
운연(서창),2757
검단오류(검단산업단지),2413
왕길,3250
검단사거리,13979
마전,5903
완정,10548
독정,6194
검암,6062
검바위,3980
아시아드경기장(공촌사거리),7138
서구청,11153
가정(루원시티),15199
가정중앙시장,10113
석남(거북시장),4947
서부여성회관,6364
인천가좌,5225
가재울,4726
주안국가산단,1675
주안,13610
시민공원(문화창작지대),14140
석바위시장,6475
인천시청,4856
석천사거리,6335
모래내시장,13810
만수,7803
남동구청,5866
인천대공원,8016
운연(서창),1782
검단오류(검단산업단지),1519
왕길,2152
검단사거리,10183
마전,4182
완정,7685
독정,4239
검암,4477
검바위,3071
아시아드경기장(공촌사거리),5303
서구청,8558
가정(루원시티),10882
가정중앙시장,7688
석남(거북시장),3484
서부여성회관,5213
인천가좌,3564
가재울,3580
주안국가산단,736
주안,10619
시민공원(문화창작지대),10853
석바위시장,5149
인천시청,3762
석천사거리,4887
모래내시장,10546
만수,6275
남동구청,4641
인천대공원,7580
운연(서창),1447
검단오류(검단산업단지),1868
왕길,2366
검단사거리,10189
마전,4220
완정,7726
독정,4839
검암,4650
검바위,3086
아시아드경기장(공촌사거리),5046
서구청,8889
가정(루원시티),10866
가정중앙시장,8248
석남(거북시장),3812
서부여성회관,4712
인천가좌,3734
가재울,3901
주안국가산단,1355
주안,10097
시민공원(문화창작지대),10752
석바위시장,5193
인천시청,3615
석천사거리,4903
모래내시장,11387
만수,6129
남동구청,4734
인천대공원,8565
운연(서창),1546
검단오류(검단산업단지),5970
왕길,5462
검단사거리,17616
마전,9175
완정,16455
독정,9825
검암,8594
검바위,7621
아시아드경기장(공촌사거리),9708
서구청,18133
가정(루원시티),24693
가정중앙시장,12784
석남(거북시장),6330
서부여성회관,8528
인천가좌,8807
가재울,8503
주안국가산단,5900
주안,16810
시민공원(문화창작지대),20333
석바위시장,9253
인천시청,7092
석천사거리,9922
모래내시장,16551
만수,10477
남동구청,10280
인천대공원,6308
운연(서창),2661
검단오류(검단산업단지),6162
왕길,5625
검단사거리,17684
마전,9220
완정,16575
독정,9841
검암,8719
검바위,7561
아시아드경기장(공촌사거리),10167
서구청,18019
가정(루원시티),25086
가정중앙시장,12924
석남(거북시장),6532
서부여성회관,8660
인천가좌,9061
가재울,8718
주안국가산단,6091
주안,16838
시민공원(문화창작지대),20384
석바위시장,9182
인천시청,7115
석천사거리,9958
모래내시장,16499
만수,10527
남동구청,9955
인천대공원,5907
운연(서창),2727
검단오류(검단산업단지),6078
왕길,5400
검단사거리,17293
마전,9039
완정,16269
독정,9668
검암,8732
검바위,7461
아시아드경기장(공촌사거리),9921
서구청,17354
가정(루원시티),24708
가정중앙시장,13059
석남(거북시장),6336
서부여성회관,8648
인천가좌,9164
가재울,8524
주안국가산단,6040
주안,16860
시민공원(문화창작지대),20268
석바위시장,9156
인천시청,7217
석천사거리,9895
모래내시장,16472
만수,10735
남동구청,9712
인천대공원,6723
운연(서창),2792
검단오류(검단산업단지),6027
왕길,5491
검단사거리,18144
마전,9228
완정,16656
독정,9912
검암,9007
검바위,7672
아시아드경기장(공촌사거리),10060
서구청,18348
가정(루원시티),25603
가정중앙시장,13513
석남(거북시장),6583
서부여성회관,8892
인천가좌,9007
가재울,9002
주안국가산단,6020
주안,17680
시민공원(문화창작지대),20475
석바위시장,9376
인천시청,7309
석천사거리,10072
모래내시장,17130
만수,11100
남동구청,10145
인천대공원,6220
운연(서창),2786
검단오류(검단산업단지),2080
왕길,3179
검단사거리,12767
마전,5597
완정,10737
독정,5978
검암,5521
검바위,3780
아시아드경기장(공촌사거리),6797
서구청,11418
가정(루원시티),14711
가정중앙시장,9629
석남(거북시장),4719
서부여성회관,6077
인천가좌,4827
가재울,4610
주안국가산단,1649
주안,13655
시민공원(문화창작지대),13346
석바위시장,6174
인천시청,4571
석천사거리,6224
모래내시장,12168
만수,7641
남동구청,5725
인천대공원,4518
운연(서창),1723
검단오류(검단산업단지),1555
왕길,2084
검단사거리,10459
마전,4319
완정,7532
독정,4727
검암,4693
검바위,3091
아시아드경기장(공촌사거리),5730
서구청,8452
가정(루원시티),10973
가정중앙시장,7694
석남(거북시장),3676
서부여성회관,5327
인천가좌,3752
가재울,3759
주안국가산단,816
주안,10347
시민공원(문화창작지대),11331
석바위시장,5295
인천시청,4107
석천사거리,4981
모래내시장,10995
만수,6406
남동구청,4714
인천대공원,8834
운연(서창),1577
검단오류(검단산업단지),5829
왕길,5478
검단사거리,17073
마전,8953
완정,16140
독정,9611
검암,8521
검바위,7575
아시아드경기장(공촌사거리),9971
서구청,17681
가정(루원시티),24559
가정중앙시장,12693
석남(거북시장),6353
서부여성회관,8518
인천가좌,9005
가재울,8551
주안국가산단,5871
주안,16525
시민공원(문화창작지대),19951
석바위시장,9195
인천시청,7016
석천사거리,9695
모래내시장,16403
만수,10313
남동구청,9521
인천대공원,6141
운연(서창),2676
검단오류(검단산업단지),6038
왕길,5530
검단사거리,17401
마전,9158
완정,16611
독정,9684
검암,8980
검바위,7683
아시아드경기장(공촌사거리),10066
서구청,17927
가정(루원시티),25074
가정중앙시장,13066
석남(거북시장),6379
서부여성회관,8633
인천가좌,8998
가재울,8643
주안국가산단,6031
주안,16735
시민공원(문화창작지대),20367
석바위시장,9172
인천시청,7284
석천사거리,10402
모래내시장,16364
만수,10508
남동구청,9809
인천대공원,6715
운연(서창),2858
검단오류(검단산업단지),6096
왕길,5668
검단사거리,17537
마전,9136
완정,16520
독정,9849
검암,8977
검바위,7742
아시아드경기장(공촌사거리),10261
서구청,17900
가정(루원시티),24888
가정중앙시장,13006
석남(거북시장),6349
서부여성회관,8625
인천가좌,9031
가재울,8755
주안국가산단,6062
주안,16618
시민공원(문화창작지대),20480
석바위시장,9251
인천시청,7289
석천사거리,10014
모래내시장,16729
만수,10740
남동구청,9729
인천대공원,6250
운연(서창),2740
검단오류(검단산업단지),5791
왕길,5364
검단사거리,16687
마전,8952
완정,15908
독정,9281
검암,8646
검바위,7519
아시아드경기장(공촌사거리),9604
서구청,16911
가정(루원시티),24092
가정중앙시장,12296
석남(거북시장),6118
서부여성회관,8315
인천가좌,8878
가재울,8257
주안국가산단,6084
주안,16043
시민공원(문화창작지대),19587
석바위시장,8389
인천시청,6796
석천사거리,9331
모래내시장,15020
만수,9939
남동구청,9014
인천대공원,4132
운연(서창),2508
검단오류(검단산업단지),5940
왕길,5441
검단사거리,18244
마전,9219
완정,17301
독정,9841
검암,9404
검바위,6732
아시아드경기장(공촌사거리),9930
서구청,18586
가정(루원시티),25552
가정중앙시장,13529
석남(거북시장),6725
서부여성회관,8807
인천가좌,8948
가재울,8672
주안국가산단,5886
주안,17304
시민공원(문화창작지대),20366
석바위시장,9930
인천시청,7078
석천사거리,10128
모래내시장,16986
만수,11063
남동구청,9881
인천대공원,6107
운연(서창),2750
검단오류(검단산업단지),2227
왕길,3123
검단사거리,14005
마전,5960
완정,10680
독정,6338
검암,6044
검바위,3923
아시아드경기장(공촌사거리),7064
서구청,11531
가정(루원시티),15547
가정중앙시장,10438
석남(거북시장),4997
서부여성회관,6510
인천가좌,5109
가재울,4879
주안국가산단,1596
주안,14498
시민공원(문화창작지대),14279
석바위시장,6979
인천시청,5098
석천사거리,6946
모래내시장,13458
만수,8091
남동구청,6427
인천대공원,7922
운연(서창),1904
검단오류(검단산업단지),1622
왕길,2190
검단사거리,10575
마전,4087
완정,7317
독정,4156
검암,4483
검바위,3024
아시아드경기장(공촌사거리),5555
서구청,8400
가정(루원시티),11449
가정중앙시장,7790
석남(거북시장),3599
서부여성회관,5123
인천가좌,3537
가재울,3788
주안국가산단,798
주안,10783
시민공원(문화창작지대),11204
석바위시장,5522
인천시청,4022
석천사거리,5305
모래내시장,10759
만수,6127
남동구청,4742
인천대공원,8834
운연(서창),1597
검단오류(검단산업단지),5991
왕길,5414
검단사거리,16976
마전,8895
완정,15770
독정,9645
검암,8581
검바위,6900
아시아드경기장(공촌사거리),9642
서구청,17456
가정(루원시티),24522
가정중앙시장,12717
석남(거북시장),6294
서부여성회관,8463
인천가좌,8816
가재울,8547
주안국가산단,5999
주안,16640
시민공원(문화창작지대),19861
석바위시장,9211
인천시청,6985
석천사거리,9797
모래내시장,16381
만수,10348
남동구청,9564
인천대공원,6439
운연(서창),2684
검단오류(검단산업단지),6113
왕길,5487
검단사거리,16821
마전,8948
완정,15821
독정,9568
검암,8665
검바위,7450
아시아드경기장(공촌사거리),9584
서구청,17595
가정(루원시티),24721
가정중앙시장,12643
석남(거북시장),6126
서부여성회관,8341
인천가좌,8769
가재울,8744
주안국가산단,6015
주안,16405
시민공원(문화창작지대),20230
석바위시장,9087
인천시청,7031
석천사거리,9723
모래내시장,16282
만수,10248
남동구청,9524
인천대공원,6269
운연(서창),2797
검단오류(검단산업단지),6200
왕길,5474
검단사거리,17664
마전,9012
완정,16419
독정,10202
검암,8835
검바위,7745
아시아드경기장(공촌사거리),9779
서구청,17774
가정(루원시티),25535
가정중앙시장,13032
석남(거북시장),6549
서부여성회관,8690
인천가좌,9109
가재울,8897
주안국가산단,6098
주안,17037
시민공원(문화창작지대),20716
석바위시장,9390
인천시청,7595
석천사거리,10075
모래내시장,16756
만수,10643
남동구청,9952
인천대공원,6797
운연(서창),2861
검단오류(검단산업단지),6089
왕길,5391
검단사거리,17174
마전,8955
완정,15932
독정,9674
검암,8583
검바위,7311
아시아드경기장(공촌사거리),9532
서구청,17348
가정(루원시티),24624
가정중앙시장,12724
석남(거북시장),6345
서부여성회관,8457
인천가좌,8960
가재울,8438
주안국가산단,5996
주안,16606
시민공원(문화창작지대),20367
석바위시장,9128
인천시청,7043
석천사거리,9706
모래내시장,16199
만수,10258
남동구청,9557
인천대공원,6393
운연(서창),2711
검단오류(검단산업단지),5924
왕길,5551
검단사거리,18577
마전,9284
완정,16458
독정,9597
검암,8938
검바위,7580
아시아드경기장(공촌사거리),12376
서구청,22499
가정(루원시티),26010
가정중앙시장,13349
석남(거북시장),6923
서부여성회관,8945
인천가좌,9385
가재울,8807
주안국가산단,5962
주안,17620
시민공원(문화창작지대),20755
석바위시장,9377
인천시청,7431
석천사거리,9854
모래내시장,17561
만수,11012
남동구청,10085
인천대공원,7145
운연(서창),2965
검단오류(검단산업단지),2282
왕길,3366
검단사거리,14390
마전,6181
완정,11479
독정,6900
검암,6365
검바위,4483
아시아드경기장(공촌사거리),10166
서구청,17404
가정(루원시티),16495
가정중앙시장,10543
석남(거북시장),5008
서부여성회관,6929
인천가좌,5243
가재울,5290
주안국가산단,1554
주안,15086
시민공원(문화창작지대),14943
석바위시장,6764
인천시청,5666
석천사거리,7171
모래내시장,14127
만수,8731
남동구청,6813
인천대공원,11503
운연(서창),2199
검단오류(검단산업단지),1721
왕길,2191
검단사거리,10345
마전,4332
완정,7597
독정,4800
검암,4674
검바위,3187
아시아드경기장(공촌사거리),5481
서구청,8207
가정(루원시티),11355
가정중앙시장,7894
석남(거북시장),3705
서부여성회관,5309
인천가좌,3570
가재울,3826
주안국가산단,801
주안,10299
시민공원(문화창작지대),11558
석바위시장,5375
인천시청,4056
석천사거리,4997
모래내시장,11183
만수,6407
남동구청,4741
인천대공원,13142
운연(서창),1572
검단오류(검단산업단지),5923
왕길,5359
검단사거리,17110
마전,8885
완정,15645
독정,9605
검암,8455
검바위,7246
아시아드경기장(공촌사거리),9340
서구청,17359
가정(루원시티),24157
가정중앙시장,12362
석남(거북시장),6304
서부여성회관,8433
인천가좌,8882
가재울,8537
주안국가산단,5932
주안,16604
시민공원(문화창작지대),20137
석바위시장,9186
인천시청,6847
석천사거리,9605
모래내시장,16344
만수,10265
남동구청,9413
인천대공원,7581
운연(서창),2682
검단오류(검단산업단지),6164
왕길,5410
검단사거리,17314
마전,8912
완정,15890
독정,9802
검암,8596
검바위,7258
아시아드경기장(공촌사거리),9566
서구청,17596
가정(루원시티),24807
가정중앙시장,12795
석남(거북시장),6207
서부여성회관,8394
인천가좌,8960
가재울,8834
주안국가산단,6008
주안,16668
시민공원(문화창작지대),20406
석바위시장,9124
인천시청,7079
석천사거리,9866
모래내시장,16476
만수,10376
남동구청,9758
인천대공원,7624
운연(서창),2767
검단오류(검단산업단지),6176
왕길,5370
검단사거리,16781
마전,8615
완정,15789
독정,9611
검암,8518
검바위,7399
아시아드경기장(공촌사거리),9886
서구청,17320
가정(루원시티),24351
가정중앙시장,12518
석남(거북시장),6226
서부여성회관,8520
인천가좌,8779
가재울,8412
주안국가산단,5965
주안,16578
시민공원(문화창작지대),20266
석바위시장,8955
인천시청,6844
석천사거리,9697
모래내시장,15751
만수,10470
남동구청,9434
인천대공원,5399
운연(서창),2675
검단오류(검단산업단지),6128
왕길,5430
검단사거리,17202
마전,9083
완정,16154
독정,9867
검암,8913
검바위,7446
아시아드경기장(공촌사거리),9720
서구청,17450
가정(루원시티),24827
가정중앙시장,13034
석남(거북시장),6173
서부여성회관,8687
인천가좌,8863
가재울,8525
주안국가산단,5865
주안,16958
시민공원(문화창작지대),20682
석바위시장,8891
인천시청,7220
석천사거리,9798
모래내시장,16652
만수,10377
남동구청,9777
인천대공원,7617
운연(서창),2752
검단오류(검단산업단지),5940
왕길,5387
검단사거리,17399
마전,8839
완정,16115
독정,9199
검암,8626
검바위,7295
아시아드경기장(공촌사거리),9605
서구청,17791
가정(루원시티),24674
가정중앙시장,12527
석남(거북시장),6320
서부여성회관,8690
인천가좌,8645
가재울,8532
주안국가산단,5904
주안,16850
시민공원(문화창작지대),20234
석바위시장,8876
인천시청,7081
석천사거리,9671
모래내시장,16342
만수,10488
남동구청,9599
인천대공원,5946
운연(서창),2640
검단오류(검단산업단지),2264
왕길,3180
검단사거리,13686
마전,5974
완정,10745
독정,6341
검암,6156
검바위,3869
아시아드경기장(공촌사거리),7188
서구청,11598
가정(루원시티),15348
가정중앙시장,10465
석남(거북시장),4930
서부여성회관,6353
인천가좌,5162
가재울,4959
주안국가산단,1445
주안,14053
시민공원(문화창작지대),14349
석바위시장,6716
인천시청,5297
석천사거리,6485
모래내시장,14037
만수,7803
남동구청,6059
인천대공원,12472
운연(서창),1928
검단오류(검단산업단지),1285
왕길,1798
검단사거리,8861
마전,3802
완정,6586
독정,4207
검암,3456
검바위,2667
아시아드경기장(공촌사거리),4672
서구청,7214
가정(루원시티),9630
가정중앙시장,6419
석남(거북시장),3089
서부여성회관,4542
인천가좌,2955
가재울,3166
주안국가산단,723
주안,9134
시민공원(문화창작지대),9814
석바위시장,4529
인천시청,3160
석천사거리,3975
모래내시장,8241
만수,5141
남동구청,3746
인천대공원,3551
운연(서창),1124
검단오류(검단산업단지),5732
왕길,4953
검단사거리,15754
마전,8545
완정,14883
독정,8964
검암,8378
검바위,6851
아시아드경기장(공촌사거리),9061
서구청,16576
가정(루원시티),22689
가정중앙시장,11448
석남(거북시장),5960
서부여성회관,7799
인천가좌,8342
가재울,7859
주안국가산단,5800
주안,15288
시민공원(문화창작지대),18879
석바위시장,8333
인천시청,6165
석천사거리,9041
모래내시장,14052
만수,9479
남동구청,8621
인천대공원,3412
운연(서창),2296
검단오류(검단산업단지),6062
왕길,5295
검단사거리,16805
마전,8887
완정,15942
독정,9288
검암,8858
검바위,7548
아시아드경기장(공촌사거리),9671
서구청,17499
가정(루원시티),24220
가정중앙시장,12634
석남(거북시장),6238
서부여성회관,8344
인천가좌,8765
가재울,8551
주안국가산단,6006
주안,16372
시민공원(문화창작지대),20310
석바위시장,9014
인천시청,6945
석천사거리,9801
모래내시장,16016
만수,10308
남동구청,9468
인천대공원,5409
운연(서창),2514
검단오류(검단산업단지),6112
왕길,5435
검단사거리,17393
마전,9010
완정,16134
독정,9842
검암,8682
검바위,7558
아시아드경기장(공촌사거리),10118
서구청,17702
가정(루원시티),24990
가정중앙시장,12909
석남(거북시장),6655
서부여성회관,8502
인천가좌,8805
가재울,8724
주안국가산단,6054
주안,16878
시민공원(문화창작지대),20813
석바위시장,8946
인천시청,7043
석천사거리,9759
모래내시장,16482
만수,10453
남동구청,9938
인천대공원,5611
운연(서창),2617
검단오류(검단산업단지),6103
왕길,5407
검단사거리,16526
마전,8831
완정,15688
독정,9257
검암,8626
검바위,7304
아시아드경기장(공촌사거리),9582
서구청,16921
가정(루원시티),23976
가정중앙시장,12413
석남(거북시장),6295
서부여성회관,8433
인천가좌,8631
가재울,8306
주안국가산단,6000
주안,16510
시민공원(문화창작지대),20321
석바위시장,8852
인천시청,6697
석천사거리,9563
모래내시장,15808
만수,9992
남동구청,9339
인천대공원,5392
운연(서창),2611
검단오류(검단산업단지),5943
왕길,5506
검단사거리,18084
마전,9056
완정,16503
독정,9432
검암,8765
검바위,7622
아시아드경기장(공촌사거리),9850
서구청,17515
가정(루원시티),24461
가정중앙시장,12996
석남(거북시장),6356
서부여성회관,8812
인천가좌,8650
가재울,8584
주안국가산단,5931
주안,16832
시민공원(문화창작지대),20666
석바위시장,9177
인천시청,6898
석천사거리,9733
모래내시장,16347
만수,10493
남동구청,9579
인천대공원,4995
운연(서창),2571
검단오류(검단산업단지),1997
왕길,3267
검단사거리,13312
마전,6022
완정,10385
독정,6251
검암,5655
검바위,3895
아시아드경기장(공촌사거리),6937
서구청,11264
가정(루원시티),14844
가정중앙시장,9907
석남(거북시장),4442
서부여성회관,6034
인천가좌,4738
가재울,4916
주안국가산단,1666
주안,13912
시민공원(문화창작지대),13664
석바위시장,6438
인천시청,4438
석천사거리,6444
모래내시장,12641
만수,7455
남동구청,6259
인천대공원,5592
운연(서창),1700
검단오류(검단산업단지),1466
왕길,2147
검단사거리,9753
마전,3856
완정,7130
독정,3797
검암,3776
검바위,2823
아시아드경기장(공촌사거리),4818
서구청,7859
가정(루원시티),10568
가정중앙시장,7354
석남(거북시장),3236
서부여성회관,4855
인천가좌,3336
가재울,3557
주안국가산단,774
주안,9846
시민공원(문화창작지대),10437
석바위시장,4680
인천시청,3514
석천사거리,4511
모래내시장,9583
만수,5546
남동구청,4331
인천대공원,5041
운연(서창),1287
검단오류(검단산업단지),5988
왕길,5336
검단사거리,16508
마전,8730
완정,15295
독정,8961
검암,8406
검바위,7217
아시아드경기장(공촌사거리),9264
서구청,17165
가정(루원시티),23361
가정중앙시장,12024
석남(거북시장),6145
서부여성회관,8159
인천가좌,8537
가재울,8330
주안국가산단,5862
주안,15902
시민공원(문화창작지대),19953
석바위시장,8703
인천시청,6254
석천사거리,9296
모래내시장,15187
만수,9863
남동구청,9223
인천대공원,4186
운연(서창),2445
검단오류(검단산업단지),6103
왕길,5428
검단사거리,16774
마전,8708
완정,15907
독정,9328
검암,8627
검바위,7479
아시아드경기장(공촌사거리),9649
서구청,17495
가정(루원시티),24178
가정중앙시장,12424
석남(거북시장),6172
서부여성회관,8445
인천가좌,8895
가재울,8659
주안국가산단,6014
주안,16309
시민공원(문화창작지대),20428
석바위시장,8881
인천시청,6857
석천사거리,9487
모래내시장,16340
만수,10214
남동구청,9678
인천대공원,5013
운연(서창),2607
검단오류(검단산업단지),6327
왕길,5686
검단사거리,17864
마전,9105
완정,16467
독정,9663
검암,8954
검바위,7906
아시아드경기장(공촌사거리),10027
서구청,18015
가정(루원시티),25315
가정중앙시장,13030
석남(거북시장),6665
서부여성회관,8652
인천가좌,9134
가재울,8647
주안국가산단,6104
주안,17051
시민공원(문화창작지대),21092
석바위시장,9017
인천시청,7069
석천사거리,9903
모래내시장,17867
만수,10799
남동구청,9860
인천대공원,5047
운연(서창),2739
검단오류(검단산업단지),5831
왕길,4929
검단사거리,15598
마전,7925
완정,14612
독정,8068
검암,8204
검바위,5260
아시아드경기장(공촌사거리),8317
서구청,15415
가정(루원시티),22499
가정중앙시장,11345
석남(거북시장),5733
서부여성회관,7734
인천가좌,8302
가재울,7873
주안국가산단,5845
주안,15531
시민공원(문화창작지대),19013
석바위시장,7879
인천시청,6153
석천사거리,8822
모래내시장,13404
만수,9102
남동구청,8348
인천대공원,3010
운연(서창),2188
검단오류(검단산업단지),5800
왕길,5360
검단사거리,17841
마전,8811
완정,16330
독정,9207
검암,9185
검바위,7260
아시아드경기장(공촌사거리),9841
서구청,17788
가정(루원시티),24820
가정중앙시장,13029
석남(거북시장),6368
서부여성회관,8681
인천가좌,8412
가재울,8573
주안국가산단,5735
주안,16679
시민공원(문화창작지대),19896
석바위시장,9082
인천시청,6665
석천사거리,9298
모래내시장,15686
만수,10258
남동구청,9118
인천대공원,4221
운연(서창),2542
검단오류(검단산업단지),2101
왕길,3256
검단사거리,12792
마전,5586
완정,10266
독정,6299
검암,5349
검바위,4002
아시아드경기장(공촌사거리),6461
서구청,10901
가정(루원시티),14888
가정중앙시장,9599
석남(거북시장),4412
서부여성회관,5689
인천가좌,4675
가재울,4533
주안국가산단,1384
주안,13044
시민공원(문화창작지대),13432
석바위시장,5922
인천시청,4190
석천사거리,5868
모래내시장,12034
만수,7550
남동구청,5594
인천대공원,4389
운연(서창),1512
검단오류(검단산업단지),1355
왕길,2242
검단사거리,9933
마전,4259
완정,7060
독정,4839
검암,3915
검바위,2862
아시아드경기장(공촌사거리),5074
서구청,7746
가정(루원시티),10550
가정중앙시장,7275
석남(거북시장),3387
서부여성회관,4939
인천가좌,3324
가재울,3418
주안국가산단,791
주안,9861
시민공원(문화창작지대),10334
석바위시장,4901
인천시청,3377
석천사거리,4505
모래내시장,9611
만수,5696
남동구청,4120
인천대공원,4712
운연(서창),1331
검단오류(검단산업단지),5883
왕길,5327
검단사거리,16624
마전,8625
완정,15513
독정,9234
검암,8738
검바위,7358
아시아드경기장(공촌사거리),9680
서구청,17066
가정(루원시티),23820
가정중앙시장,12416
석남(거북시장),6303
서부여성회관,8131
인천가좌,8724
가재울,8456
주안국가산단,5863
주안,16177
시민공원(문화창작지대),20093
석바위시장,8918
인천시청,6662
석천사거리,9381
모래내시장,16215
만수,10180
남동구청,10080
인천대공원,4578
운연(서창),2458
검단오류(검단산업단지),6035
왕길,5392
검단사거리,16790
마전,8848
완정,15995
독정,9373
검암,8777
검바위,7640
아시아드경기장(공촌사거리),9708
서구청,17946
가정(루원시티),24311
가정중앙시장,12687
석남(거북시장),6287
서부여성회관,8290
인천가좌,8852
가재울,8725
주안국가산단,6007
주안,16663
시민공원(문화창작지대),20726
석바위시장,9044
인천시청,7129
석천사거리,9712
모래내시장,16484
만수,10372
남동구청,9677
인천대공원,5275
운연(서창),2723
검단오류(검단산업단지),6250
왕길,5447
검단사거리,16957
마전,8896
완정,15961
독정,9403
검암,8818
검바위,7428
아시아드경기장(공촌사거리),9898
서구청,17523
가정(루원시티),24585
가정중앙시장,12504
석남(거북시장),6563
서부여성회관,8365
인천가좌,8936
가재울,8707
주안국가산단,5988
주안,16841
시민공원(문화창작지대),20707
석바위시장,9050
인천시청,7015
석천사거리,9613
모래내시장,16105
만수,10452
남동구청,10056
인천대공원,4905
운연(서창),2621
검단오류(검단산업단지),6090
왕길,5524
검단사거리,16765
마전,8841
완정,15987
독정,9377
검암,8785
검바위,7675
아시아드경기장(공촌사거리),9682
서구청,17378
가정(루원시티),24420
가정중앙시장,12774
석남(거북시장),6451
서부여성회관,8425
인천가좌,8773
가재울,8606
주안국가산단,5876
주안,16602
시민공원(문화창작지대),20278
석바위시장,8816
인천시청,7083
석천사거리,9650
모래내시장,16055
만수,10262
남동구청,9653
인천대공원,4906
운연(서창),2604
검단오류(검단산업단지),5874
왕길,5538
검단사거리,17455
마전,8872
완정,16195
독정,9290
검암,8824
검바위,7360
아시아드경기장(공촌사거리),9610
서구청,18083
가정(루원시티),24518
가정중앙시장,12567
석남(거북시장),6441
서부여성회관,8432
인천가좌,8633
가재울,8515
주안국가산단,5687
주안,16595
시민공원(문화창작지대),19961
석바위시장,9029
인천시청,6846
석천사거리,9545
모래내시장,15718
만수,10245
남동구청,9259
인천대공원,3808
운연(서창),2458
검단오류(검단산업단지),2016
왕길,3111
검단사거리,12606
마전,5724
완정,9756
독정,5848
검암,5092
검바위,4085
아시아드경기장(공촌사거리),6635
서구청,10977
가정(루원시티),14630
가정중앙시장,9187
석남(거북시장),4362
서부여성회관,5859
인천가좌,4609
가재울,4468
주안국가산단,1472
주안,13146
시민공원(문화창작지대),13552
석바위시장,5842
인천시청,4320
석천사거리,5688
모래내시장,11920
만수,6899
남동구청,5304
인천대공원,3967
운연(서창),1512
검단오류(검단산업단지),1346
왕길,2139
검단사거리,9345
마전,4076
완정,6847
독정,3995
검암,3456
검바위,2815
아시아드경기장(공촌사거리),5237
서구청,7786
가정(루원시티),10027
가정중앙시장,7108
석남(거북시장),3331
서부여성회관,4736
인천가좌,3267
가재울,3310
주안국가산단,689
주안,9357
시민공원(문화창작지대),9863
석바위시장,4631
인천시청,3307
석천사거리,4463
모래내시장,9295
만수,5644
남동구청,4142
인천대공원,4232
운연(서창),1224
검단오류(검단산업단지),5837
왕길,5338
검단사거리,16216
마전,8673
완정,15427
독정,8945
검암,8330
검바위,7058
아시아드경기장(공촌사거리),9096
서구청,16544
가정(루원시티),23153
가정중앙시장,11484
석남(거북시장),5951
서부여성회관,7686
인천가좌,8374
가재울,8096
주안국가산단,5792
주안,15747
시민공원(문화창작지대),19591
석바위시장,8455
인천시청,6279
석천사거리,9092
모래내시장,14778
만수,9521
남동구청,8784
인천대공원,3033
운연(서창),2310
검단오류(검단산업단지),5998
왕길,5329
검단사거리,16642
마전,8927
완정,15647
독정,9170
검암,8461
검바위,7302
아시아드경기장(공촌사거리),9525
서구청,17111
가정(루원시티),24000
가정중앙시장,11813
석남(거북시장),6153
서부여성회관,8153
인천가좌,8793
가재울,8581
주안국가산단,5991
주안,16287
시민공원(문화창작지대),20204
석바위시장,8931
인천시청,6904
석천사거리,9592
모래내시장,15668
만수,9988
남동구청,9299
인천대공원,4354
운연(서창),2546
검단오류(검단산업단지),6068
왕길,5293
검단사거리,16730
마전,8900
완정,15779
독정,9269
검암,8496
검바위,7502
아시아드경기장(공촌사거리),9697
서구청,16903
가정(루원시티),24152
가정중앙시장,12047
석남(거북시장),6184
서부여성회관,8307
인천가좌,8721
가재울,8542
주안국가산단,5889
주안,16396
시민공원(문화창작지대),20819
석바위시장,9142
인천시청,6794
석천사거리,9663
모래내시장,15577
만수,10261
남동구청,9212
인천대공원,4152
운연(서창),2574
검단오류(검단산업단지),5836
왕길,5257
검단사거리,16209
마전,8581
완정,15143
독정,8903
검암,8257
검바위,6845
